"prot_id" "length" "nr_p"
"8719" "ENSP00000342513" 138 2
"8720" "ENSP00000342518" 521 16
"8721" "ENSP00000342538" 216 7
"8722" "ENSP00000342560" 445 28
"8723" "ENSP00000342570" 200 18
"8724" "ENSP00000342576" 298 22
"8725" "ENSP00000342604" 1140 22
"8726" "ENSP00000342609" 275 13
"8727" "ENSP00000342626" 592 43
"8728" "ENSP00000342676" 199 18
"8729" "ENSP00000342680" 503 66
"8730" "ENSP00000342681" 495 35
"8731" "ENSP00000342697" 316 14
"8732" "ENSP00000342699" 367 18
"8733" "ENSP00000342710" 578 7
"8734" "ENSP00000342755" 317 17
"8735" "ENSP00000342778" 546 26
"8736" "ENSP00000342790" 89 0
"8737" "ENSP00000342793" 1074 46
"8738" "ENSP00000342805" 213 6
"8739" "ENSP00000342818" 464 24
"8740" "ENSP00000342828" 364 25
"8741" "ENSP00000342832" 119 2
"8742" "ENSP00000342836" 312 11
"8743" "ENSP00000342840" 297 20
"8744" "ENSP00000342848" 483 40
"8745" "ENSP00000342850" 405 14
"8746" "ENSP00000342858" 687 29
"8747" "ENSP00000342889" 58 4
"8748" "ENSP00000342924" 835 48
"8749" "ENSP00000342931" 317 16
"8750" "ENSP00000342938" 263 19
"8751" "ENSP00000342952" 1091 34
"8752" "ENSP00000342962" 453 16
"8753" "ENSP00000342974" 576 26
"8754" "ENSP00000342981" 528 21
"8755" "ENSP00000343000" 215 8
"8756" "ENSP00000343001" 1302 94
"8757" "ENSP00000343002" 498 30
"8758" "ENSP00000343023" 885 52
"8759" "ENSP00000343027" 354 4
"8760" "ENSP00000343054" 815 38
"8761" "ENSP00000343062" 324 14
"8762" "ENSP00000343064" 603 26
"8763" "ENSP00000343103" 692 47
"8764" "ENSP00000343118" 99 3
"8765" "ENSP00000343126" 560 43
"8766" "ENSP00000343129" 588 28
"8767" "ENSP00000343140" 1843 191
"8768" "ENSP00000343144" 376 27
"8769" "ENSP00000343158" 1087 65
"8770" "ENSP00000343171" 193 10
"8771" "ENSP00000343172" 219 45
"8772" "ENSP00000343190" 204 13
"8773" "ENSP00000343200" 868 85
"8774" "ENSP00000343204" 1154 52
"8775" "ENSP00000343223" 128 9
"8776" "ENSP00000343242" 236 13
"8777" "ENSP00000343244" 190 7
"8778" "ENSP00000343246" 335 25
"8779" "ENSP00000343248" 424 46
"8780" "ENSP00000343273" 586 24
"8781" "ENSP00000343288" 490 46
"8782" "ENSP00000343290" 320 28
"8783" "ENSP00000343325" 948 65
"8784" "ENSP00000343331" 481 26
"8785" "ENSP00000343339" 497 41
"8786" "ENSP00000343348" 169 15
"8787" "ENSP00000343366" 236 11
"8788" "ENSP00000343398" 453 19
"8789" "ENSP00000343405" 1094 114
"8790" "ENSP00000343412" 415 32
"8791" "ENSP00000343428" 331 14
"8792" "ENSP00000343435" 314 20
"8793" "ENSP00000343445" 390 10
"8794" "ENSP00000343490" 567 29
"8795" "ENSP00000343493" 265 22
"8796" "ENSP00000343505" 250 16
"8797" "ENSP00000343507" 360 33
"8798" "ENSP00000343515" 299 15
"8799" "ENSP00000343521" 313 11
"8800" "ENSP00000343526" 785 38
"8801" "ENSP00000343535" 1102 53
"8802" "ENSP00000343552" 284 11
"8803" "ENSP00000343577" 275 26
"8804" "ENSP00000343581" 519 16
"8805" "ENSP00000343617" 792 31
"8806" "ENSP00000343619" 272 26
"8807" "ENSP00000343629" 2817 339
"8808" "ENSP00000343633" 431 27
"8809" "ENSP00000343635" 456 22
"8810" "ENSP00000343636" 394 12
"8811" "ENSP00000343656" 730 20
"8812" "ENSP00000343657" 563 27
"8813" "ENSP00000343658" 1273 77
"8814" "ENSP00000343674" 431 42
"8815" "ENSP00000343676" 333 25
"8816" "ENSP00000343686" 378 14
"8817" "ENSP00000343690" 684 41
"8818" "ENSP00000343701" 538 23
"8819" "ENSP00000343706" 219 17
"8820" "ENSP00000343741" 2644 99
"8821" "ENSP00000343742" 411 25
"8822" "ENSP00000343746" 525 34
"8823" "ENSP00000343782" 408 43
"8824" "ENSP00000343818" 1893 63
"8825" "ENSP00000343819" 297 24
"8826" "ENSP00000343838" 530 26
"8827" "ENSP00000343847" 712 20
"8828" "ENSP00000343867" 262 9
"8829" "ENSP00000343871" 760 26
"8830" "ENSP00000343885" 334 18
"8831" "ENSP00000343890" 214 10
"8832" "ENSP00000343891" 1043 38
"8833" "ENSP00000343899" 622 20
"8834" "ENSP00000343900" 179 10
"8835" "ENSP00000343924" 382 49
"8836" "ENSP00000343925" 530 31
"8837" "ENSP00000343930" 642 42
"8838" "ENSP00000343952" 374 8
"8839" "ENSP00000343957" 515 35
"8840" "ENSP00000343966" 523 48
"8841" "ENSP00000344041" 234 16
"8842" "ENSP00000344071" 366 30
"8843" "ENSP00000344087" 1259 179
"8844" "ENSP00000344095" 504 55
"8845" "ENSP00000344101" 317 10
"8846" "ENSP00000344115" 784 43
"8847" "ENSP00000344125" 580 35
"8848" "ENSP00000344129" 568 44
"8849" "ENSP00000344140" 425 48
"8850" "ENSP00000344155" 2436 142
"8851" "ENSP00000344162" 540 26
"8852" "ENSP00000344166" 370 23
"8853" "ENSP00000344173" 908 43
"8854" "ENSP00000344192" 155 14
"8855" "ENSP00000344206" 373 25
"8856" "ENSP00000344208" 442 23
"8857" "ENSP00000344215" 240 19
"8858" "ENSP00000344218" 155 15
"8859" "ENSP00000344219" 490 45
"8860" "ENSP00000344220" 556 38
"8861" "ENSP00000344223" 1052 74
"8862" "ENSP00000344233" 656 46
"8863" "ENSP00000344241" 170 15
"8864" "ENSP00000344242" 441 26
"8865" "ENSP00000344254" 178 18
"8866" "ENSP00000344260" 639 40
"8867" "ENSP00000344277" 326 16
"8868" "ENSP00000344285" 233 28
"8869" "ENSP00000344299" 402 21
"8870" "ENSP00000344314" 1012 34
"8871" "ENSP00000344331" 419 20
"8872" "ENSP00000344352" 181 9
"8873" "ENSP00000344393" 198 13
"8874" "ENSP00000344401" 250 24
"8875" "ENSP00000344403" 6996 273
"8876" "ENSP00000344411" 852 49
"8877" "ENSP00000344420" 167 14
"8878" "ENSP00000344424" 303 21
"8879" "ENSP00000344430" 228 26
"8880" "ENSP00000344431" 316 22
"8881" "ENSP00000344432" 504 50
"8882" "ENSP00000344446" 1430 84
"8883" "ENSP00000344456" 781 35
"8884" "ENSP00000344458" 422 19
"8885" "ENSP00000344465" 1037 130
"8886" "ENSP00000344468" 442 56
"8887" "ENSP00000344479" 598 55
"8888" "ENSP00000344488" 661 42
"8889" "ENSP00000344489" 376 18
"8890" "ENSP00000344503" 666 58
"8891" "ENSP00000344504" 194 15
"8892" "ENSP00000344544" 509 28
"8893" "ENSP00000344545" 95 2
"8894" "ENSP00000344546" 2249 259
"8895" "ENSP00000344547" 111 1
"8896" "ENSP00000344562" 472 33
"8897" "ENSP00000344563" 276 9
"8898" "ENSP00000344572" 364 8
"8899" "ENSP00000344577" 402 8
"8900" "ENSP00000344579" 825 110
"8901" "ENSP00000344609" 296 35
"8902" "ENSP00000344635" 295 9
"8903" "ENSP00000344648" 533 21
"8904" "ENSP00000344666" 595 21
"8905" "ENSP00000344674" 300 12
"8906" "ENSP00000344724" 506 68
"8907" "ENSP00000344729" 317 40
"8908" "ENSP00000344741" 277 20
"8909" "ENSP00000344749" 611 21
"8910" "ENSP00000344758" 699 46
"8911" "ENSP00000344782" 330 30
"8912" "ENSP00000344786" 1240 100
"8913" "ENSP00000344791" 722 24
"8914" "ENSP00000344801" 661 29
"8915" "ENSP00000344816" 474 43
"8916" "ENSP00000344819" 223 15
"8917" "ENSP00000344820" 307 22
"8918" "ENSP00000344828" 525 16
"8919" "ENSP00000344829" 361 24
"8920" "ENSP00000344831" 338 18
"8921" "ENSP00000344844" 364 26
"8922" "ENSP00000344855" 418 5
"8923" "ENSP00000344860" 125 10
"8924" "ENSP00000344865" 95 4
"8925" "ENSP00000344866" 691 22
"8926" "ENSP00000344871" 1098 57
"8927" "ENSP00000344903" 156 6
"8928" "ENSP00000344907" 145 3
"8929" "ENSP00000344909" 167 11
"8930" "ENSP00000344929" 453 27
"8931" "ENSP00000344937" 716 26
"8932" "ENSP00000344942" 251 11
"8933" "ENSP00000344961" 379 14
"8934" "ENSP00000344967" 322 35
"8935" "ENSP00000344989" 543 35
"8936" "ENSP00000344996" 673 58
"8937" "ENSP00000345001" 650 83
"8938" "ENSP00000345008" 448 35
"8939" "ENSP00000345023" 243 16
"8940" "ENSP00000345024" 376 31
"8941" "ENSP00000345029" 791 100
"8942" "ENSP00000345055" 951 43
"8943" "ENSP00000345064" 831 45
"8944" "ENSP00000345083" 347 22
"8945" "ENSP00000345096" 599 28
"8946" "ENSP00000345102" 473 61
"8947" "ENSP00000345107" 95 10
"8948" "ENSP00000345133" 1551 108
"8949" "ENSP00000345147" 354 44
"8950" "ENSP00000345151" 287 14
"8951" "ENSP00000345163" 312 14
"8952" "ENSP00000345175" 512 44
"8953" "ENSP00000345179" 189 12
"8954" "ENSP00000345192" 478 15
"8955" "ENSP00000345195" 624 65
"8956" "ENSP00000345206" 500 32
"8957" "ENSP00000345216" 1684 125
"8958" "ENSP00000345229" 737 56
"8959" "ENSP00000345230" 284 0
"8960" "ENSP00000345243" 697 65
"8961" "ENSP00000345259" 864 47
"8962" "ENSP00000345270" 533 48
"8963" "ENSP00000345282" 523 33
"8964" "ENSP00000345292" 375 19
"8965" "ENSP00000345295" 357 16
"8966" "ENSP00000345333" 149 7
"8967" "ENSP00000345341" 377 20
"8968" "ENSP00000345344" 333 12
"8969" "ENSP00000345347" 215 13
"8970" "ENSP00000345359" 605 50
"8971" "ENSP00000345361" 153 5
"8972" "ENSP00000345374" 572 49
"8973" "ENSP00000345393" 164 9
"8974" "ENSP00000345395" 1251 121
"8975" "ENSP00000345405" 410 47
"8976" "ENSP00000345412" 514 63
"8977" "ENSP00000345420" 173 15
"8978" "ENSP00000345436" 1431 199
"8979" "ENSP00000345445" 469 20
"8980" "ENSP00000345464" 395 22
"8981" "ENSP00000345468" 235 19
"8982" "ENSP00000345470" 563 19
"8983" "ENSP00000345479" 575 21
"8984" "ENSP00000345491" 798 49
"8985" "ENSP00000345492" 575 64
"8986" "ENSP00000345494" 318 39
"8987" "ENSP00000345502" 809 59
"8988" "ENSP00000345528" 371 14
"8989" "ENSP00000345555" 625 41
"8990" "ENSP00000345563" 312 11
"8991" "ENSP00000345571" 437 41
"8992" "ENSP00000345575" 409 24
"8993" "ENSP00000345629" 1313 62
"8994" "ENSP00000345633" 166 5
"8995" "ENSP00000345656" 294 26
"8996" "ENSP00000345659" 264 19
"8997" "ENSP00000345667" 546 51
"8998" "ENSP00000345672" 339 20
"8999" "ENSP00000345681" 480 54
"9000" "ENSP00000345702" 347 20
"9001" "ENSP00000345708" 390 20
"9002" "ENSP00000345716" 402 20
"9003" "ENSP00000345719" 332 11
"9004" "ENSP00000345728" 1500 62
"9005" "ENSP00000345731" 926 55
"9006" "ENSP00000345751" 640 38
"9007" "ENSP00000345752" 643 34
"9008" "ENSP00000345771" 851 29
"9009" "ENSP00000345772" 435 34
"9010" "ENSP00000345773" 468 31
"9011" "ENSP00000345774" 508 23
"9012" "ENSP00000345785" 591 40
"9013" "ENSP00000345793" 977 62
"9014" "ENSP00000345797" 171 6
"9015" "ENSP00000345808" 846 46
"9016" "ENSP00000345824" 1857 199
"9017" "ENSP00000345826" 287 31
"9018" "ENSP00000345837" 99 7
"9019" "ENSP00000345848" 251 7
"9020" "ENSP00000345849" 511 28
"9021" "ENSP00000345853" 384 31
"9022" "ENSP00000345868" 266 18
"9023" "ENSP00000345873" 764 35
"9024" "ENSP00000345895" 468 29
"9025" "ENSP00000345917" 379 16
"9026" "ENSP00000345957" 83 1
"9027" "ENSP00000345968" 576 48
"9028" "ENSP00000345972" 728 62
"9029" "ENSP00000345974" 450 18
"9030" "ENSP00000345985" 789 56
"9031" "ENSP00000345988" 1693 84
"9032" "ENSP00000345997" 639 51
"9033" "ENSP00000346001" 403 15
"9034" "ENSP00000346012" 106 4
"9035" "ENSP00000346015" 148 7
"9036" "ENSP00000346027" 160 9
"9037" "ENSP00000346032" 357 7
"9038" "ENSP00000346037" 114 8
"9039" "ENSP00000346046" 135 7
"9040" "ENSP00000346050" 264 7
"9041" "ENSP00000346065" 2096 104
"9042" "ENSP00000346067" 295 20
"9043" "ENSP00000346080" 122 3
"9044" "ENSP00000346088" 128 3
"9045" "ENSP00000346103" 197 9
"9046" "ENSP00000346112" 1150 46
"9047" "ENSP00000346120" 783 38
"9048" "ENSP00000346127" 243 22
"9049" "ENSP00000346130" 77 8
"9050" "ENSP00000346139" 403 24
"9051" "ENSP00000346148" 574 30
"9052" "ENSP00000346151" 1455 159
"9053" "ENSP00000346155" 548 32
"9054" "ENSP00000346158" 158 5
"9055" "ENSP00000346160" 217 6
"9056" "ENSP00000346173" 346 30
"9057" "ENSP00000346175" 719 30
"9058" "ENSP00000346196" 473 51
"9059" "ENSP00000346206" 808 46
"9060" "ENSP00000346240" 296 16
"9061" "ENSP00000346251" 256 18
"9062" "ENSP00000346255" 304 13
"9063" "ENSP00000346265" 386 33
"9064" "ENSP00000346275" 475 24
"9065" "ENSP00000346280" 473 30
"9066" "ENSP00000346283" 115 8
"9067" "ENSP00000346298" 592 22
"9068" "ENSP00000346300" 303 30
"9069" "ENSP00000346335" 1164 61
"9070" "ENSP00000346340" 209 17
"9071" "ENSP00000346342" 317 20
"9072" "ENSP00000346345" 203 22
"9073" "ENSP00000346348" 483 26
"9074" "ENSP00000346359" 1644 131
"9075" "ENSP00000346378" 493 35
"9076" "ENSP00000346389" 499 58
"9077" "ENSP00000346414" 624 20
"9078" "ENSP00000346437" 703 41
"9079" "ENSP00000346442" 499 24
"9080" "ENSP00000346453" 1081 72
"9081" "ENSP00000346464" 375 38
"9082" "ENSP00000346466" 747 40
"9083" "ENSP00000346478" 951 63
"9084" "ENSP00000346483" 314 11
"9085" "ENSP00000346484" 648 56
"9086" "ENSP00000346508" 211 14
"9087" "ENSP00000346509" 115 4
"9088" "ENSP00000346534" 1980 79
"9089" "ENSP00000346536" 65 4
"9090" "ENSP00000346537" 457 33
"9091" "ENSP00000346550" 673 15
"9092" "ENSP00000346560" 1135 46
"9093" "ENSP00000346575" 313 14
"9094" "ENSP00000346577" 562 28
"9095" "ENSP00000346599" 223 11
"9096" "ENSP00000346611" 313 9
"9097" "ENSP00000346627" 315 17
"9098" "ENSP00000346634" 955 51
"9099" "ENSP00000346635" 467 20
"9100" "ENSP00000346643" 917 22
"9101" "ENSP00000346644" 549 37
"9102" "ENSP00000346659" 838 36
"9103" "ENSP00000346667" 1800 118
"9104" "ENSP00000346671" 537 25
"9105" "ENSP00000346693" 296 11
"9106" "ENSP00000346694" 353 15
"9107" "ENSP00000346697" 184 19
"9108" "ENSP00000346725" 588 25
"9109" "ENSP00000346729" 364 24
"9110" "ENSP00000346733" 834 32
"9111" "ENSP00000346762" 910 45
"9112" "ENSP00000346768" 530 26
"9113" "ENSP00000346802" 797 44
"9114" "ENSP00000346805" 196 8
"9115" "ENSP00000346809" 922 42
"9116" "ENSP00000346827" 518 28
"9117" "ENSP00000346829" 543 21
"9118" "ENSP00000346839" 2477 194
"9119" "ENSP00000346874" 515 24
"9120" "ENSP00000346879" 401 30
"9121" "ENSP00000346886" 454 18
"9122" "ENSP00000346890" 1219 53
"9123" "ENSP00000346892" 110 8
"9124" "ENSP00000346916" 842 31
"9125" "ENSP00000346921" 239 17
"9126" "ENSP00000346927" 308 47
"9127" "ENSP00000346931" 191 12
"9128" "ENSP00000346954" 189 7
"9129" "ENSP00000346955" 274 12
"9130" "ENSP00000346959" 521 22
"9131" "ENSP00000346964" 1017 59
"9132" "ENSP00000346981" 146 13
"9133" "ENSP00000346986" 647 60
"9134" "ENSP00000346990" 495 18
"9135" "ENSP00000346997" 410 19
"9136" "ENSP00000347003" 321 11
"9137" "ENSP00000347005" 392 4
"9138" "ENSP00000347032" 421 25
"9139" "ENSP00000347038" 329 41
"9140" "ENSP00000347041" 376 29
"9141" "ENSP00000347043" 505 25
"9142" "ENSP00000347046" 875 29
"9143" "ENSP00000347055" 197 20
"9144" "ENSP00000347088" 756 30
"9145" "ENSP00000347119" 154 4
"9146" "ENSP00000347134" 596 34
"9147" "ENSP00000347140" 311 13
"9148" "ENSP00000347152" 1379 65
"9149" "ENSP00000347168" 103 1
"9150" "ENSP00000347170" 390 38
"9151" "ENSP00000347184" 3142 188
"9152" "ENSP00000347188" 237 12
"9153" "ENSP00000347195" 294 14
"9154" "ENSP00000347197" 350 16
"9155" "ENSP00000347198" 1085 67
"9156" "ENSP00000347206" 621 34
"9157" "ENSP00000347211" 436 20
"9158" "ENSP00000347213" 495 28
"9159" "ENSP00000347224" 474 38
"9160" "ENSP00000347232" 1417 66
"9161" "ENSP00000347244" 1697 88
"9162" "ENSP00000347277" 123 9
"9163" "ENSP00000347298" 203 31
"9164" "ENSP00000347322" 354 36
"9165" "ENSP00000347324" 192 11
"9166" "ENSP00000347338" 696 23
"9167" "ENSP00000347345" 204 13
"9168" "ENSP00000347358" 429 29
"9169" "ENSP00000347379" 522 33
"9170" "ENSP00000347408" 418 26
"9171" "ENSP00000347409" 732 50
"9172" "ENSP00000347416" 1215 70
"9173" "ENSP00000347418" 314 14
"9174" "ENSP00000347427" 1332 110
"9175" "ENSP00000347428" 312 13
"9176" "ENSP00000347433" 514 29
"9177" "ENSP00000347444" 1098 69
"9178" "ENSP00000347451" 620 35
"9179" "ENSP00000347454" 986 49
"9180" "ENSP00000347464" 759 44
"9181" "ENSP00000347484" 1018 77
"9182" "ENSP00000347486" 240 10
"9183" "ENSP00000347495" 471 25
"9184" "ENSP00000347498" 471 34
"9185" "ENSP00000347507" 1935 33
"9186" "ENSP00000347532" 631 38
"9187" "ENSP00000347538" 474 30
"9188" "ENSP00000347548" 566 40
"9189" "ENSP00000347581" 422 26
"9190" "ENSP00000347583" 480 29
"9191" "ENSP00000347586" 296 14
"9192" "ENSP00000347591" 465 22
"9193" "ENSP00000347602" 1257 56
"9194" "ENSP00000347626" 361 23
"9195" "ENSP00000347635" 172 10
"9196" "ENSP00000347646" 315 37
"9197" "ENSP00000347648" 567 33
"9198" "ENSP00000347649" 437 24
"9199" "ENSP00000347665" 1519 266
"9200" "ENSP00000347672" 524 19
"9201" "ENSP00000347684" 406 25
"9202" "ENSP00000347689" 712 40
"9203" "ENSP00000347710" 802 63
"9204" "ENSP00000347712" 369 38
"9205" "ENSP00000347714" 287 17
"9206" "ENSP00000347716" 414 28
"9207" "ENSP00000347717" 475 21
"9208" "ENSP00000347719" 1192 52
"9209" "ENSP00000347721" 512 34
"9210" "ENSP00000347730" 1300 91
"9211" "ENSP00000347739" 295 24
"9212" "ENSP00000347742" 505 39
"9213" "ENSP00000347748" 373 18
"9214" "ENSP00000347754" 516 34
"9215" "ENSP00000347755" 457 14
"9216" "ENSP00000347767" 708 42
"9217" "ENSP00000347792" 1496 107
"9218" "ENSP00000347802" 1001 41
"9219" "ENSP00000347810" 70 2
"9220" "ENSP00000347821" 937 56
"9221" "ENSP00000347823" 491 21
"9222" "ENSP00000347834" 428 19
"9223" "ENSP00000347836" 183 13
"9224" "ENSP00000347839" 512 29
"9225" "ENSP00000347847" 931 120
"9226" "ENSP00000347852" 1200 108
"9227" "ENSP00000347872" 393 28
"9228" "ENSP00000347883" 1121 107
"9229" "ENSP00000347896" 1003 214
"9230" "ENSP00000347915" 665 24
"9231" "ENSP00000347916" 275 10
"9232" "ENSP00000347919" 87 3
"9233" "ENSP00000347924" 337 21
"9234" "ENSP00000347931" 2034 172
"9235" "ENSP00000347933" 96 2
"9236" "ENSP00000347942" 1114 70
"9237" "ENSP00000347948" 283 26
"9238" "ENSP00000347965" 308 13
"9239" "ENSP00000347978" 1186 56
"9240" "ENSP00000347979" 335 12
"9241" "ENSP00000347997" 655 76
"9242" "ENSP00000348010" 669 30
"9243" "ENSP00000348019" 495 25
"9244" "ENSP00000348020" 1453 58
"9245" "ENSP00000348033" 322 15
"9246" "ENSP00000348043" 184 12
"9247" "ENSP00000348050" 204 27
"9248" "ENSP00000348054" 98 5
"9249" "ENSP00000348056" 158 16
"9250" "ENSP00000348064" 389 22
"9251" "ENSP00000348069" 1177 111
"9252" "ENSP00000348074" 241 7
"9253" "ENSP00000348086" 646 35
"9254" "ENSP00000348089" 1493 71
"9255" "ENSP00000348099" 457 46
"9256" "ENSP00000348107" 141 5
"9257" "ENSP00000348108" 346 29
"9258" "ENSP00000348128" 2214 135
"9259" "ENSP00000348129" 472 28
"9260" "ENSP00000348132" 1019 29
"9261" "ENSP00000348145" 122 12
"9262" "ENSP00000348161" 338 13
"9263" "ENSP00000348163" 630 24
"9264" "ENSP00000348168" 291 10
"9265" "ENSP00000348170" 406 21
"9266" "ENSP00000348206" 194 11
"9267" "ENSP00000348211" 418 26
"9268" "ENSP00000348215" 1105 96
"9269" "ENSP00000348216" 500 31
"9270" "ENSP00000348234" 454 32
"9271" "ENSP00000348278" 545 33
"9272" "ENSP00000348299" 410 19
"9273" "ENSP00000348300" 223 12
"9274" "ENSP00000348308" 390 31
"9275" "ENSP00000348314" 1822 103
"9276" "ENSP00000348316" 181 14
"9277" "ENSP00000348337" 121 9
"9278" "ENSP00000348349" 2548 107
"9279" "ENSP00000348368" 315 17
"9280" "ENSP00000348380" 462 18
"9281" "ENSP00000348381" 706 46
"9282" "ENSP00000348385" 1860 303
"9283" "ENSP00000348395" 523 29
"9284" "ENSP00000348419" 663 31
"9285" "ENSP00000348429" 739 45
"9286" "ENSP00000348442" 456 8
"9287" "ENSP00000348453" 999 52
"9288" "ENSP00000348455" 699 35
"9289" "ENSP00000348459" 336 22
"9290" "ENSP00000348460" 933 64
"9291" "ENSP00000348461" 211 15
"9292" "ENSP00000348471" 342 18
"9293" "ENSP00000348472" 578 48
"9294" "ENSP00000348489" 980 183
"9295" "ENSP00000348496" 379 26
"9296" "ENSP00000348510" 2109 117
"9297" "ENSP00000348521" 261 9
"9298" "ENSP00000348527" 390 19
"9299" "ENSP00000348538" 239 30
"9300" "ENSP00000348564" 1227 108
"9301" "ENSP00000348565" 404 17
"9302" "ENSP00000348573" 3907 58
"9303" "ENSP00000348596" 687 26
"9304" "ENSP00000348602" 695 61
"9305" "ENSP00000348632" 510 39
"9306" "ENSP00000348635" 394 20
"9307" "ENSP00000348639" 438 19
"9308" "ENSP00000348645" 1463 96
"9309" "ENSP00000348673" 691 31
"9310" "ENSP00000348708" 1272 54
"9311" "ENSP00000348714" 823 43
"9312" "ENSP00000348722" 661 28
"9313" "ENSP00000348751" 334 13
"9314" "ENSP00000348752" 254 17
"9315" "ENSP00000348753" 418 25
"9316" "ENSP00000348757" 595 12
"9317" "ENSP00000348769" 493 20
"9318" "ENSP00000348772" 1244 95
"9319" "ENSP00000348775" 700 34
"9320" "ENSP00000348821" 1685 84
"9321" "ENSP00000348828" 871 63
"9322" "ENSP00000348838" 179 13
"9323" "ENSP00000348842" 1958 55
"9324" "ENSP00000348848" 361 16
"9325" "ENSP00000348849" 115 12
"9326" "ENSP00000348886" 356 15
"9327" "ENSP00000348888" 764 32
"9328" "ENSP00000348911" 401 18
"9329" "ENSP00000348912" 813 74
"9330" "ENSP00000348924" 126 6
"9331" "ENSP00000348933" 208 4
"9332" "ENSP00000348944" 263 15
"9333" "ENSP00000348959" 641 33
"9334" "ENSP00000348965" 4646 186
"9335" "ENSP00000348968" 87 2
"9336" "ENSP00000348982" 1541 120
"9337" "ENSP00000348984" 2426 240
"9338" "ENSP00000349003" 418 12
"9339" "ENSP00000349016" 377 28
"9340" "ENSP00000349022" 396 29
"9341" "ENSP00000349041" 114 2
"9342" "ENSP00000349076" 1190 223
"9343" "ENSP00000349078" 419 19
"9344" "ENSP00000349085" 309 19
"9345" "ENSP00000349087" 620 55
"9346" "ENSP00000349124" 417 23
"9347" "ENSP00000349131" 272 13
"9348" "ENSP00000349142" 298 6
"9349" "ENSP00000349143" 523 30
"9350" "ENSP00000349147" 951 62
"9351" "ENSP00000349156" 313 21
"9352" "ENSP00000349161" 636 15
"9353" "ENSP00000349168" 449 17
"9354" "ENSP00000349181" 273 12
"9355" "ENSP00000349204" 123 7
"9356" "ENSP00000349205" 1358 75
"9357" "ENSP00000349208" 973 67
"9358" "ENSP00000349238" 1476 87
"9359" "ENSP00000349244" 1238 46
"9360" "ENSP00000349252" 1170 64
"9361" "ENSP00000349259" 2364 46
"9362" "ENSP00000349270" 141 5
"9363" "ENSP00000349274" 1209 107
"9364" "ENSP00000349291" 1250 65
"9365" "ENSP00000349296" 276 9
"9366" "ENSP00000349298" 445 12
"9367" "ENSP00000349305" 2243 23
"9368" "ENSP00000349313" 299 18
"9369" "ENSP00000349320" 1091 49
"9370" "ENSP00000349324" 259 25
"9371" "ENSP00000349325" 1499 76
"9372" "ENSP00000349336" 166 13
"9373" "ENSP00000349351" 855 25
"9374" "ENSP00000349358" 325 23
"9375" "ENSP00000349359" 380 31
"9376" "ENSP00000349365" 243 18
"9377" "ENSP00000349396" 606 25
"9378" "ENSP00000349401" 563 20
"9379" "ENSP00000349428" 557 33
"9380" "ENSP00000349430" 126 6
"9381" "ENSP00000349436" 863 97
"9382" "ENSP00000349437" 2491 126
"9383" "ENSP00000349446" 330 23
"9384" "ENSP00000349456" 551 35
"9385" "ENSP00000349458" 632 61
"9386" "ENSP00000349459" 97 9
"9387" "ENSP00000349467" 149 2
"9388" "ENSP00000349477" 189 7
"9389" "ENSP00000349486" 1655 164
"9390" "ENSP00000349490" 321 26
"9391" "ENSP00000349493" 115 11
"9392" "ENSP00000349494" 659 23
"9393" "ENSP00000349503" 449 15
"9394" "ENSP00000349508" 1912 124
"9395" "ENSP00000349541" 390 15
"9396" "ENSP00000349543" 305 13
"9397" "ENSP00000349547" 344 21
"9398" "ENSP00000349560" 213 6
"9399" "ENSP00000349568" 1665 53
"9400" "ENSP00000349575" 217 13
"9401" "ENSP00000349576" 189 10
"9402" "ENSP00000349577" 600 28
"9403" "ENSP00000349588" 3957 255
"9404" "ENSP00000349594" 383 19
"9405" "ENSP00000349595" 1001 46
"9406" "ENSP00000349596" 465 18
"9407" "ENSP00000349612" 254 8
"9408" "ENSP00000349616" 386 20
"9409" "ENSP00000349629" 2863 128
"9410" "ENSP00000349640" 475 24
"9411" "ENSP00000349658" 507 39
"9412" "ENSP00000349669" 134 10
"9413" "ENSP00000349677" 436 17
"9414" "ENSP00000349678" 354 29
"9415" "ENSP00000349679" 96 5
"9416" "ENSP00000349687" 193 19
"9417" "ENSP00000349689" 364 33
"9418" "ENSP00000349708" 1325 62
"9419" "ENSP00000349709" 263 11
"9420" "ENSP00000349719" 312 13
"9421" "ENSP00000349722" 149 15
"9422" "ENSP00000349723" 894 98
"9423" "ENSP00000349727" 496 50
"9424" "ENSP00000349732" 162 11
"9425" "ENSP00000349748" 707 115
"9426" "ENSP00000349770" 514 70
"9427" "ENSP00000349781" 1120 39
"9428" "ENSP00000349785" 147 14
"9429" "ENSP00000349790" 921 153
"9430" "ENSP00000349805" 297 29
"9431" "ENSP00000349823" 954 59
"9432" "ENSP00000349824" 660 77
"9433" "ENSP00000349856" 2229 229
"9434" "ENSP00000349860" 699 20
"9435" "ENSP00000349874" 352 16
"9436" "ENSP00000349877" 1204 74
"9437" "ENSP00000349884" 116 13
"9438" "ENSP00000349891" 823 19
"9439" "ENSP00000349893" 383 37
"9440" "ENSP00000349923" 143 13
"9441" "ENSP00000349929" 435 27
"9442" "ENSP00000349930" 345 19
"9443" "ENSP00000349931" 474 26
"9444" "ENSP00000349932" 1948 161
"9445" "ENSP00000349945" 314 10
"9446" "ENSP00000349954" 165 22
"9447" "ENSP00000349957" 196 24
"9448" "ENSP00000349960" 375 19
